,DistCode,District,Subdivision,PersonName,Gender,Age,WorkerType,RegisteredYesNo,Registered2017,Registered2016
6431,HG,Hooghly,Chinsurah,WnGOyj,Female,54,Construction,Yes,No,No
6432,HG,Hooghly,Chinsurah,xnvtKA,Male,47,Transport,Yes,Yes,Yes
6433,HG,Hooghly,Chinsurah,obSW,Female,31,Other,Yes,Yes,Yes
6434,HG,Hooghly,Chinsurah,OEMlp,Male,29,Construction,Yes,Yes,Yes
6435,HG,Hooghly,Chinsurah,LiJzv,Male,43,Other,No,No,No
6436,HG,Hooghly,Chinsurah,Avkvr,Male,38,Other,Yes,No,No
6437,HG,Hooghly,Chinsurah,ZWGNg,Male,34,Transport,No,No,No
6438,HG,Hooghly,Chinsurah,COAIr,Male,33,Other,No,No,No
6439,HG,Hooghly,Chinsurah,InNw,Male,36,Other,Yes,Yes,Yes
6440,HG,Hooghly,Chinsurah,YphI,Female,22,Other,Yes,Yes,Yes
6441,HG,Hooghly,Chinsurah,MNBsTU,Male,45,Other,Yes,Yes,Yes
6442,HG,Hooghly,Chinsurah,xAxw,Male,58,Transport,No,No,No
6443,HG,Hooghly,Chinsurah,lUPcOY,Female,40,Other,No,No,No
6444,HG,Hooghly,Chinsurah,Dbyci,Male,43,Transport,Yes,Yes,Yes
6445,HG,Hooghly,Chinsurah,Gxyhwa,Female,31,Transport,Yes,No,No
6446,HG,Hooghly,Chinsurah,oixf,Female,33,Construction,Yes,Yes,Yes
6447,HG,Hooghly,Chinsurah,crmGd,Male,35,Other,Yes,Yes,Yes
6448,HG,Hooghly,Chinsurah,ODEb,Female,23,Other,Yes,Yes,Yes
6449,HG,Hooghly,Chinsurah,YNTM,Female,60,Other,Yes,Yes,Yes
6450,HG,Hooghly,Chinsurah,rFJDZN,Female,41,Other,Yes,Yes,Yes
6451,HG,Hooghly,Chinsurah,uZKe,Male,43,Transport,Yes,Yes,Yes
6452,HG,Hooghly,Chinsurah,dKaRb,Male,24,Other,No,No,No
6453,HG,Hooghly,Chinsurah,PVoy,Male,26,Other,Yes,Yes,Yes
6454,HG,Hooghly,Chinsurah,Xvip,Male,43,Transport,Yes,Yes,Yes
6455,HG,Hooghly,Chinsurah,EHjz,Male,44,Construction,Yes,Yes,No
6456,HG,Hooghly,Chinsurah,zLDvT,Female,36,Transport,Yes,Yes,Yes
6457,HG,Hooghly,Chinsurah,sbqYeU,Male,56,Transport,Yes,Yes,No
6458,HG,Hooghly,Chinsurah,oHOsER,Female,24,Other,Yes,No,No
6459,HG,Hooghly,Chinsurah,nwTpVZ,Male,36,Other,Yes,Yes,Yes
6460,HG,Hooghly,Chinsurah,CgXB,Female,30,Other,Yes,Yes,Yes
6461,HG,Hooghly,Chinsurah,bgMkN,Female,38,Other,Yes,Yes,Yes
6462,HG,Hooghly,Chinsurah,lHcbB,Male,35,Transport,Yes,Yes,Yes
6463,HG,Hooghly,Chinsurah,BeSFcH,Female,44,Other,Yes,Yes,Yes
6464,HG,Hooghly,Chinsurah,iBnE,Male,40,Other,Yes,Yes,Yes
6465,HG,Hooghly,Chinsurah,QFjhm,Female,23,Construction,Yes,Yes,Yes
6466,HG,Hooghly,Chinsurah,EsBj,Male,52,Other,Yes,No,No
6467,HG,Hooghly,Chinsurah,EXfThC,Male,52,Transport,Yes,Yes,Yes
6468,HG,Hooghly,Chinsurah,dUqD,Male,30,Other,Yes,Yes,Yes
6469,HG,Hooghly,Chinsurah,PgPvlP,Female,40,Other,Yes,Yes,Yes
6470,HG,Hooghly,Chinsurah,etVcoy,Male,41,Transport,Yes,Yes,Yes
6471,HG,Hooghly,Chinsurah,lhbiIh,Male,33,Other,Yes,No,No
6472,HG,Hooghly,Chinsurah,CaMh,Female,52,Other,Yes,Yes,Yes
6473,HG,Hooghly,Chinsurah,Znkaac,Female,38,Other,Yes,No,No
6474,HG,Hooghly,Chinsurah,HjlWW,Male,53,Other,No,No,No
6475,HG,Hooghly,Chinsurah,IcKOo,Female,29,Transport,Yes,Yes,Yes
6476,HG,Hooghly,Chinsurah,SKYHzz,Female,30,Other,Yes,Yes,Yes
6477,HG,Hooghly,Chinsurah,RItlR,Male,25,Construction,Yes,Yes,Yes
6478,HG,Hooghly,Chinsurah,BADmmL,Male,47,Construction,Yes,Yes,Yes
6479,HG,Hooghly,Chinsurah,ndsNO,Female,37,Other,Yes,Yes,Yes
6480,HG,Hooghly,Chinsurah,cjUUB,Female,33,Other,Yes,Yes,Yes
6481,HG,Hooghly,Chinsurah,cmsT,Female,25,Construction,Yes,Yes,Yes
6482,HG,Hooghly,Chinsurah,IcVVlV,Male,32,Other,Yes,Yes,Yes
6483,HG,Hooghly,Chinsurah,sdGiZ,Male,27,Other,Yes,Yes,Yes
6484,HG,Hooghly,Chinsurah,nAVTS,Male,31,Transport,Yes,Yes,No
6485,HG,Hooghly,Chinsurah,nZnWqk,Female,25,Other,Yes,Yes,Yes
6486,HG,Hooghly,Chinsurah,pphbiU,Female,37,Transport,Yes,Yes,Yes
6487,HG,Hooghly,Chinsurah,Ntuf,Female,47,Other,Yes,Yes,Yes
6488,HG,Hooghly,Chinsurah,bvoyED,Male,47,Other,Yes,Yes,Yes
6489,HG,Hooghly,Chinsurah,ZBVv,Male,36,Other,Yes,No,No
6490,HG,Hooghly,Chinsurah,CswIfo,Male,56,Transport,Yes,Yes,Yes
6491,HG,Hooghly,Chinsurah,LxVDJ,Male,49,Other,Yes,Yes,Yes
6492,HG,Hooghly,Chinsurah,UOBftv,Female,22,Construction,Yes,Yes,No
6493,HG,Hooghly,Chinsurah,EJFxbh,Male,45,Construction,Yes,Yes,Yes
6494,HG,Hooghly,Chinsurah,ikpRv,Male,29,Other,Yes,Yes,No
6495,HG,Hooghly,Chinsurah,lTZO,Female,26,Other,Yes,Yes,No
6496,HG,Hooghly,Chinsurah,wEujhy,Female,46,Transport,Yes,Yes,Yes
6497,HG,Hooghly,Chinsurah,nnCG,Male,43,Transport,Yes,Yes,Yes
6498,HG,Hooghly,Chinsurah,jQTC,Female,43,Other,No,No,No
6499,HG,Hooghly,Chinsurah,BIYw,Female,40,Other,Yes,Yes,Yes
6500,HG,Hooghly,Chinsurah,aceiFT,Male,35,Other,Yes,Yes,Yes
6501,HG,Hooghly,Chinsurah,tDdkZG,Male,29,Construction,Yes,No,No
6502,HG,Hooghly,Chinsurah,rNMj,Female,49,Construction,Yes,Yes,Yes
6503,HG,Hooghly,Chinsurah,ojUJv,Male,21,Other,No,No,No
6504,HG,Hooghly,Chinsurah,Awkd,Male,31,Other,No,No,No
6505,HG,Hooghly,Chinsurah,mAIKQl,Female,39,Other,Yes,Yes,Yes
6506,HG,Hooghly,Chinsurah,FRbYl,Male,45,Transport,Yes,Yes,Yes
6507,HG,Hooghly,Chinsurah,FKErx,Male,20,Transport,Yes,No,No
6508,HG,Hooghly,Chinsurah,xQVbqc,Female,26,Other,Yes,Yes,No
6509,HG,Hooghly,Chinsurah,QIqP,Male,36,Transport,Yes,Yes,Yes
6510,HG,Hooghly,Chinsurah,JhAJ,Male,49,Other,No,No,No
6511,HG,Hooghly,Chinsurah,vTRI,Female,47,Other,Yes,Yes,Yes
6512,HG,Hooghly,Chinsurah,zJFiz,Female,24,Transport,Yes,No,No
6513,HG,Hooghly,Chinsurah,QFvrtv,Male,55,Construction,Yes,Yes,Yes
6514,HG,Hooghly,Chinsurah,gltl,Female,51,Construction,Yes,Yes,Yes
6515,HG,Hooghly,Chinsurah,Ztsg,Male,36,Construction,Yes,Yes,Yes
6516,HG,Hooghly,Chinsurah,gmbnH,Female,58,Other,Yes,Yes,No
6517,HG,Hooghly,Chinsurah,haYs,Female,22,Other,Yes,Yes,Yes
6518,HG,Hooghly,Chinsurah,cNsvX,Male,30,Other,Yes,No,No
6519,HG,Hooghly,Chinsurah,BJEmd,Female,30,Other,Yes,Yes,No
6520,HG,Hooghly,Chinsurah,cxZxhF,Female,55,Construction,Yes,Yes,Yes
6521,HG,Hooghly,Chinsurah,kebNrN,Male,41,Other,Yes,No,No
6522,HG,Hooghly,Chinsurah,BbDcEJ,Female,26,Other,Yes,No,No
6523,HG,Hooghly,Chinsurah,tVzMI,Male,44,Construction,Yes,Yes,Yes
6524,HG,Hooghly,Chinsurah,LIGM,Male,42,Other,No,No,No
6525,HG,Hooghly,Chinsurah,Pepip,Male,58,Transport,Yes,Yes,Yes
6526,HG,Hooghly,Chinsurah,mRpBD,Female,30,Other,Yes,Yes,Yes
6527,HG,Hooghly,Chinsurah,IsHfj,Female,27,Other,Yes,Yes,Yes
6528,HG,Hooghly,Chinsurah,VhdtPy,Female,38,Other,Yes,Yes,No
6529,HG,Hooghly,Chinsurah,LzGq,Male,39,Other,Yes,No,No
6530,HG,Hooghly,Chinsurah,tfYXGD,Male,44,Other,No,Yes,Yes
6531,HG,Hooghly,Chinsurah,Xlji,Male,43,Other,No,No,No
6532,HG,Hooghly,Chinsurah,AdTeCi,Female,30,Other,Yes,Yes,No
6533,HG,Hooghly,Chinsurah,IGcjw,Female,24,Transport,Yes,Yes,Yes
6534,HG,Hooghly,Chinsurah,wiZw,Female,29,Other,Yes,Yes,Yes
6535,HG,Hooghly,Chinsurah,RNmMuj,Female,48,Other,Yes,No,No
6536,HG,Hooghly,Chinsurah,ObmPBW,Female,29,Other,Yes,Yes,No
6537,HG,Hooghly,Chinsurah,vwZND,Male,44,Other,Yes,Yes,Yes
6538,HG,Hooghly,Chinsurah,OHcP,Male,45,Other,Yes,Yes,Yes
6539,HG,Hooghly,Chinsurah,bWsA,Male,45,Other,Yes,Yes,Yes
6540,HG,Hooghly,Chinsurah,ZFdglH,Male,40,Other,No,No,No
6541,HG,Hooghly,Chinsurah,PLKKH,Female,23,Other,Yes,No,No
6542,HG,Hooghly,Chinsurah,xoVG,Female,29,Other,Yes,No,No
6543,HG,Hooghly,Chinsurah,GKuEeC,Female,61,Other,Yes,Yes,Yes
6544,HG,Hooghly,Chinsurah,Awll,Female,27,Construction,Yes,Yes,No
6545,HG,Hooghly,Chinsurah,pWAtPl,Female,26,Other,Yes,Yes,Yes
6546,HG,Hooghly,Chinsurah,WmVBYC,Male,41,Construction,Yes,Yes,Yes
6547,HG,Hooghly,Chinsurah,OiTge,Female,34,Other,Yes,Yes,Yes
6548,HG,Hooghly,Chinsurah,mtsdJv,Male,36,Other,Yes,Yes,Yes
6549,HG,Hooghly,Chinsurah,CuZhI,Male,21,Other,Yes,Yes,Yes
6550,HG,Hooghly,Chinsurah,GvFuxu,Male,32,Other,Yes,Yes,Yes
6551,HG,Hooghly,Chinsurah,YEbZv,Female,31,Other,Yes,No,No
6552,HG,Hooghly,Chinsurah,IltOa,Female,49,Other,Yes,No,No
6553,HG,Hooghly,Chinsurah,hFrMhc,Male,33,Construction,Yes,Yes,Yes
6554,HG,Hooghly,Chinsurah,VKUr,Male,28,Other,Yes,No,No
6555,HG,Hooghly,Chinsurah,oQVen,Male,39,Transport,Yes,Yes,No
6556,HG,Hooghly,Chinsurah,HSLa,Female,39,Other,Yes,Yes,Yes
6557,HG,Hooghly,Chinsurah,HAYG,Male,33,Construction,Yes,Yes,Yes
6558,HG,Hooghly,Chinsurah,pdRZ,Male,29,Other,No,No,No
6559,HG,Hooghly,Chinsurah,SKBiR,Male,32,Other,Yes,Yes,Yes
6560,HG,Hooghly,Chinsurah,cDwO,Female,32,Transport,Yes,Yes,No
6561,HG,Hooghly,Chinsurah,VpTa,Female,42,Transport,Yes,Yes,Yes
6562,HG,Hooghly,Chinsurah,YkUUXa,Male,52,Transport,Yes,Yes,Yes
6563,HG,Hooghly,Chinsurah,JmEQG,Female,46,Other,Yes,Yes,Yes
6564,HG,Hooghly,Chinsurah,UikqP,Male,50,Construction,No,No,No
6565,HG,Hooghly,Chinsurah,cgRJx,Male,45,Other,Yes,No,No
6566,HG,Hooghly,Chinsurah,coQKoe,Male,30,Other,Yes,Yes,Yes
6567,HG,Hooghly,Chinsurah,xoKzxT,Female,39,Other,Yes,No,No
6568,HG,Hooghly,Chinsurah,dIyTO,Male,28,Transport,Yes,No,No
6569,HG,Hooghly,Chinsurah,tIXKK,Female,25,Other,No,No,No
6570,HG,Hooghly,Chinsurah,gFRPx,Male,45,Transport,Yes,Yes,Yes
6571,HG,Hooghly,Chinsurah,enDwx,Female,34,Construction,Yes,Yes,Yes
6572,HG,Hooghly,Chinsurah,leHNx,Female,47,Other,Yes,Yes,Yes
6573,HG,Hooghly,Chinsurah,ukThue,Male,38,Other,Yes,Yes,Yes
6574,HG,Hooghly,Chinsurah,joPt,Female,62,Construction,Yes,Yes,No
6575,HG,Hooghly,Chinsurah,TXclnJ,Female,41,Other,Yes,Yes,Yes
6576,HG,Hooghly,Chinsurah,PPQxE,Female,34,Other,Yes,Yes,Yes
6577,HG,Hooghly,Chinsurah,wubK,Female,33,Transport,Yes,Yes,Yes
6578,HG,Hooghly,Chinsurah,rNtPaA,Male,41,Other,Yes,No,Yes
6579,HG,Hooghly,Chinsurah,KhcYe,Male,40,Construction,Yes,No,No
6580,HG,Hooghly,Chinsurah,YLuxi,Female,30,Other,Yes,Yes,Yes
6581,HG,Hooghly,Chinsurah,AixN,Male,48,Other,Yes,Yes,Yes
6582,HG,Hooghly,Chinsurah,xpBMZ,Female,30,Transport,Yes,Yes,No
6583,HG,Hooghly,Chinsurah,xWyI,Female,31,Other,Yes,Yes,No
6584,HG,Hooghly,Chinsurah,pufwJ,Male,43,Other,No,No,No
6585,HG,Hooghly,Chinsurah,XwmT,Female,45,Construction,Yes,Yes,Yes
6586,HG,Hooghly,Chinsurah,zbKdu,Male,54,Other,Yes,No,Yes
6587,HG,Hooghly,Chinsurah,gxWb,Female,30,Other,Yes,No,No
6588,HG,Hooghly,Chinsurah,eXIF,Male,50,Other,Yes,Yes,Yes
6589,HG,Hooghly,Chinsurah,zuWLa,Female,34,Construction,Yes,Yes,No
6590,HG,Hooghly,Chinsurah,wlbFVR,Female,51,Transport,Yes,No,No
6591,HG,Hooghly,Chinsurah,JpwfoT,Female,60,Transport,Yes,Yes,Yes
6592,HG,Hooghly,Chinsurah,BdRLH,Female,41,Construction,Yes,No,No
6593,HG,Hooghly,Chinsurah,ycVPWG,Male,55,Transport,Yes,Yes,Yes
6594,HG,Hooghly,Chinsurah,UcpRK,Male,44,Transport,Yes,No,No
6595,HG,Hooghly,Chinsurah,etQm,Female,46,Other,Yes,Yes,Yes
6596,HG,Hooghly,Chinsurah,ohWh,Female,36,Other,Yes,Yes,No
6597,HG,Hooghly,Chinsurah,iBEYGz,Female,39,Transport,Yes,No,No
6598,HG,Hooghly,Chinsurah,NfmMAy,Male,49,Transport,Yes,Yes,No
6599,HG,Hooghly,Chinsurah,JloItM,Male,39,Transport,Yes,Yes,Yes
6600,HG,Hooghly,Chinsurah,tEpqVV,Female,32,Other,Yes,Yes,Yes
6601,HG,Hooghly,Chinsurah,BtgzIt,Female,42,Construction,Yes,No,No
6602,HG,Hooghly,Chinsurah,pPNCKp,Female,32,Other,Yes,No,No
6603,HG,Hooghly,Chinsurah,aLIcg,Female,47,Transport,Yes,Yes,Yes
6604,HG,Hooghly,Chinsurah,gzjAwz,Female,33,Construction,Yes,No,No
6605,HG,Hooghly,Chinsurah,bqNC,Male,43,Other,Yes,Yes,Yes
6606,HG,Hooghly,Chinsurah,Tsxs,Female,31,Transport,Yes,No,Yes
6607,HG,Hooghly,Chinsurah,lryI,Male,19,Transport,No,No,No
6608,HG,Hooghly,Chinsurah,bKJNs,Female,33,Transport,Yes,No,No
6609,HG,Hooghly,Chinsurah,ddnT,Male,49,Other,Yes,No,No
6610,HG,Hooghly,Chinsurah,eFegXa,Male,31,Other,Yes,Yes,Yes
6611,HG,Hooghly,Chinsurah,OzFJ,Male,40,Other,Yes,Yes,No
6612,HG,Hooghly,Chinsurah,ilaThm,Male,29,Transport,Yes,No,No
6613,HG,Hooghly,Chinsurah,WcFq,Female,39,Other,Yes,Yes,Yes
6614,HG,Hooghly,Chinsurah,LzoRtF,Male,28,Construction,Yes,Yes,Yes
6615,HG,Hooghly,Chinsurah,OZWGHl,Female,47,Construction,Yes,Yes,Yes
6616,HG,Hooghly,Chinsurah,chpEI,Male,36,Transport,Yes,No,No
6617,HG,Hooghly,Chinsurah,cxjc,Male,58,Other,Yes,No,No
6618,HG,Hooghly,Chinsurah,lvjAJV,Female,28,Transport,Yes,Yes,No
6619,HG,Hooghly,Chinsurah,XTffX,Female,44,Transport,Yes,No,No
6620,HG,Hooghly,Chinsurah,KFZxcj,Female,43,Other,Yes,Yes,No
6621,HG,Hooghly,Chinsurah,GALvup,Male,44,Other,No,No,No
6622,HG,Hooghly,Chinsurah,aqZsu,Male,49,Transport,Yes,Yes,Yes
6623,HG,Hooghly,Chinsurah,FzgVze,Female,39,Other,Yes,No,No
6624,HG,Hooghly,Chinsurah,heOR,Female,45,Other,Yes,Yes,Yes
6625,HG,Hooghly,Chinsurah,CYrL,Male,37,Construction,Yes,Yes,Yes
6626,HG,Hooghly,Chinsurah,Rvdx,Male,33,Other,Yes,Yes,Yes
6627,HG,Hooghly,Chinsurah,TeonXu,Male,50,Transport,Yes,Yes,No
6628,HG,Hooghly,Chinsurah,usbRDg,Male,25,Other,No,No,No
6629,HG,Hooghly,Chinsurah,SjofRU,Male,37,Other,Yes,Yes,Yes
6630,HG,Hooghly,Chinsurah,iVueKW,Female,36,Transport,Yes,Yes,Yes
6631,HG,Hooghly,Chinsurah,IfutSr,Male,40,Other,Yes,No,No
6632,HG,Hooghly,Chinsurah,ImSufE,Female,32,Construction,Yes,Yes,Yes
6633,HG,Hooghly,Chinsurah,xfxyvI,Female,34,Transport,Yes,Yes,Yes
6634,HG,Hooghly,Chinsurah,RHUtu,Female,44,Transport,Yes,Yes,Yes
6635,HG,Hooghly,Chinsurah,rqvGr,Female,52,Construction,Yes,Yes,Yes
6636,HG,Hooghly,Chinsurah,DLJgo,Female,47,Other,Yes,Yes,No
6637,HG,Hooghly,Chinsurah,KWNa,Female,48,Other,Yes,Yes,Yes
6638,HG,Hooghly,Chinsurah,AOoqMe,Female,27,Other,Yes,No,No
6639,HG,Hooghly,Chinsurah,CljZWW,Male,41,Other,Yes,Yes,Yes
6640,HG,Hooghly,Chandannagore,pxii,Male,54,Other,No,No,No
6641,HG,Hooghly,Chandannagore,EQDg,Female,45,Other,No,No,No
6642,HG,Hooghly,Chandannagore,mxQa,Female,29,Transport,Yes,No,No
6643,HG,Hooghly,Chandannagore,SIDjT,Female,36,Construction,Yes,Yes,Yes
6644,HG,Hooghly,Chandannagore,QqJX,Male,48,Construction,No,No,No
6645,HG,Hooghly,Chandannagore,poxUo,Male,26,Other,No,No,No
6646,HG,Hooghly,Chandannagore,aVGmX,Female,29,Transport,Yes,No,No
6647,HG,Hooghly,Chandannagore,VuPIuG,Female,50,Other,Yes,No,No
6648,HG,Hooghly,Chandannagore,PmBh,Male,34,Construction,Yes,No,No
6649,HG,Hooghly,Chandannagore,AMhy,Male,55,Other,Yes,Yes,Yes
6650,HG,Hooghly,Chandannagore,FbRO,Female,57,Transport,No,No,No
6651,HG,Hooghly,Chandannagore,CRoEeO,Male,55,Other,No,No,No
6652,HG,Hooghly,Chandannagore,kVrW,Female,47,Other,Yes,Yes,Yes
6653,HG,Hooghly,Chandannagore,YaFq,Female,31,Other,No,No,No
6654,HG,Hooghly,Chandannagore,kfqB,Male,26,Construction,No,Yes,Yes
6655,HG,Hooghly,Chandannagore,JZFm,Male,33,Construction,Yes,No,No
6656,HG,Hooghly,Chandannagore,PQMuif,Female,45,Construction,No,No,No
6657,HG,Hooghly,Chandannagore,uOGCc,Female,46,Other,Yes,No,No
6658,HG,Hooghly,Chandannagore,stqpr,Male,46,Other,Yes,Yes,Yes
6659,HG,Hooghly,Chandannagore,RbsB,Female,43,Other,No,No,No
6660,HG,Hooghly,Chandannagore,TSKz,Female,29,Transport,Yes,Yes,Yes
6661,HG,Hooghly,Chandannagore,QppFXj,Female,33,Construction,Yes,Yes,Yes
6662,HG,Hooghly,Chandannagore,ocnI,Male,28,Transport,Yes,No,No
6663,HG,Hooghly,Chandannagore,NzRnTn,Female,47,Construction,Yes,Yes,Yes
6664,HG,Hooghly,Chandannagore,eIQs,Female,28,Transport,Yes,Yes,Yes
6665,HG,Hooghly,Chandannagore,ouLFf,Female,49,Construction,Yes,Yes,Yes
6666,HG,Hooghly,Chandannagore,GajF,Female,34,Other,Yes,Yes,No
6667,HG,Hooghly,Chandannagore,WDtOYp,Male,25,Construction,No,No,No
6668,HG,Hooghly,Chandannagore,JHxD,Male,39,Other,Yes,Yes,Yes
6669,HG,Hooghly,Chandannagore,yjSsd,Male,51,Other,Yes,Yes,No
6670,HG,Hooghly,Chandannagore,ILIt,Male,39,Other,Yes,Yes,Yes
6671,HG,Hooghly,Chandannagore,QNZLnO,Male,57,Other,Yes,Yes,Yes
6672,HG,Hooghly,Chandannagore,HnXRn,Male,32,Construction,Yes,No,No
6673,HG,Hooghly,Chandannagore,ACwCh,Male,32,Construction,Yes,Yes,Yes
6674,HG,Hooghly,Chandannagore,ZYUyo,Female,37,Construction,Yes,Yes,Yes
6675,HG,Hooghly,Chandannagore,ehmnqq,Male,46,Construction,Yes,Yes,No
6676,HG,Hooghly,Chandannagore,zsmD,Female,34,Other,No,No,No
6677,HG,Hooghly,Chandannagore,sYYL,Female,23,Construction,No,Yes,No
6678,HG,Hooghly,Chandannagore,pYjflf,Male,25,Other,No,No,No
6679,HG,Hooghly,Chandannagore,bKvmha,Male,34,Other,Yes,Yes,Yes
6680,HG,Hooghly,Chandannagore,YTzaaV,Female,42,Other,Yes,No,No
6681,HG,Hooghly,Chandannagore,ZALrjC,Male,30,Construction,Yes,Yes,Yes
6682,HG,Hooghly,Chandannagore,nuaIR,Female,25,Other,Yes,Yes,Yes
6683,HG,Hooghly,Chandannagore,gAYvJ,Male,57,Transport,No,No,No
6684,HG,Hooghly,Chandannagore,bQSkrU,Male,57,Other,No,No,Yes
6685,HG,Hooghly,Chandannagore,WJyGQu,Male,31,Construction,Yes,Yes,No
6686,HG,Hooghly,Chandannagore,XbGTk,Male,64,Construction,Yes,Yes,No
6687,HG,Hooghly,Chandannagore,HqQyjg,Male,31,Other,No,No,No
6688,HG,Hooghly,Chandannagore,GTAEf,Male,33,Transport,Yes,Yes,Yes
6689,HG,Hooghly,Chandannagore,yxlcb,Male,45,Transport,Yes,Yes,No
6690,HG,Hooghly,Chandannagore,vrENxW,Male,27,Other,Yes,Yes,Yes
6691,HG,Hooghly,Chandannagore,uhFaa,Male,34,Transport,Yes,Yes,Yes
6692,HG,Hooghly,Chandannagore,UWITN,Male,26,Construction,No,No,Yes
6693,HG,Hooghly,Chandannagore,Adal,Male,59,Transport,No,No,No
6694,HG,Hooghly,Chandannagore,RUMECL,Male,25,Other,No,No,No
6695,HG,Hooghly,Chandannagore,yHVO,Male,47,Other,No,No,No
6696,HG,Hooghly,Chandannagore,EOBXEG,Female,43,Transport,Yes,Yes,Yes
6697,HG,Hooghly,Chandannagore,zKKc,Female,33,Transport,Yes,Yes,Yes
6698,HG,Hooghly,Chandannagore,uwZjL,Female,30,Transport,Yes,Yes,Yes
6699,HG,Hooghly,Chandannagore,YDSTus,Female,35,Transport,Yes,Yes,Yes
6700,HG,Hooghly,Chandannagore,rliar,Female,38,Other,Yes,Yes,Yes
6701,HG,Hooghly,Chandannagore,Sonfm,Male,38,Other,Yes,No,No
6702,HG,Hooghly,Chandannagore,PxyDF,Female,46,Other,Yes,Yes,Yes
6703,HG,Hooghly,Chandannagore,mWWAy,Female,25,Other,Yes,Yes,No
6704,HG,Hooghly,Chandannagore,ifGweq,Female,60,Construction,Yes,Yes,Yes
6705,HG,Hooghly,Chandannagore,YzdnMs,Male,19,Transport,Yes,Yes,No
6706,HG,Hooghly,Chandannagore,JmzZVi,Male,36,Transport,Yes,Yes,Yes
6707,HG,Hooghly,Chandannagore,NzUYk,Male,45,Transport,No,No,No
6708,HG,Hooghly,Chandannagore,erHwUc,Male,32,Construction,Yes,No,No
6709,HG,Hooghly,Chandannagore,MyxIS,Male,41,Transport,No,No,No
6710,HG,Hooghly,Chandannagore,uxFXx,Female,35,Other,Yes,Yes,No
6711,HG,Hooghly,Chandannagore,vdxg,Female,36,Transport,Yes,Yes,Yes
6712,HG,Hooghly,Chandannagore,qGNxeN,Female,20,Other,No,No,No
6713,HG,Hooghly,Chandannagore,sJAxpb,Male,39,Transport,Yes,No,No
6714,HG,Hooghly,Chandannagore,fvCjmA,Male,27,Transport,Yes,Yes,No
6715,HG,Hooghly,Chandannagore,SmbAef,Female,43,Transport,Yes,Yes,No
6716,HG,Hooghly,Chandannagore,tvUl,Male,42,Transport,No,No,No
6717,HG,Hooghly,Chandannagore,bsGg,Female,60,Construction,Yes,No,No
6718,HG,Hooghly,Chandannagore,sPOfL,Female,28,Transport,Yes,Yes,No
6719,HG,Hooghly,Chandannagore,LlJk,Male,25,Other,No,No,No
6720,HG,Hooghly,Chandannagore,qnDm,Female,42,Other,No,No,No
6721,HG,Hooghly,Chandannagore,mIfWd,Male,26,Transport,Yes,Yes,Yes
6722,HG,Hooghly,Chandannagore,cbOsX,Female,31,Other,Yes,No,No
6723,HG,Hooghly,Chandannagore,KJPl,Male,50,Construction,Yes,Yes,Yes
6724,HG,Hooghly,Chandannagore,JVNX,Male,31,Other,Yes,Yes,Yes
6725,HG,Hooghly,Chandannagore,ucmdp,Male,27,Other,No,No,No
6726,HG,Hooghly,Chandannagore,drIk,Male,44,Other,No,No,No
6727,HG,Hooghly,Chandannagore,ZYJg,Female,39,Other,No,Yes,Yes
6728,HG,Hooghly,Chandannagore,TXJmcW,Male,47,Other,No,No,No
6729,HG,Hooghly,Chandannagore,WuNcKE,Female,24,Construction,No,No,No
6730,HG,Hooghly,Chandannagore,sAfvH,Female,29,Other,Yes,Yes,Yes
6731,HG,Hooghly,Chandannagore,QoMM,Male,62,Other,No,No,Yes
6732,HG,Hooghly,Chandannagore,GKlGaf,Male,56,Other,Yes,No,No
6733,HG,Hooghly,Chandannagore,gSsIEo,Male,47,Other,Yes,Yes,Yes
6734,HG,Hooghly,Chandannagore,uELdZD,Male,52,Other,Yes,Yes,Yes
6735,HG,Hooghly,Chandannagore,agpoIz,Female,21,Other,No,No,No
6736,HG,Hooghly,Chandannagore,rOGyQ,Male,45,Transport,No,No,No
6737,HG,Hooghly,Chandannagore,dcFot,Male,61,Other,Yes,Yes,Yes
6738,HG,Hooghly,Chandannagore,UzrvQ,Female,26,Other,Yes,Yes,No
6739,HG,Hooghly,Chandannagore,dSyvL,Male,50,Other,Yes,Yes,No
6740,HG,Hooghly,Chandannagore,cdZU,Male,27,Other,No,No,No
6741,HG,Hooghly,Chandannagore,TnLFwt,Male,25,Other,Yes,Yes,No
6742,HG,Hooghly,Chandannagore,JNewm,Male,58,Other,No,No,Yes
6743,HG,Hooghly,Chandannagore,CXNi,Male,50,Transport,No,No,No
6744,HG,Hooghly,Chandannagore,MTOOBj,Male,33,Other,Yes,Yes,Yes
6745,HG,Hooghly,Chandannagore,qPQZjb,Male,26,Other,No,No,No
6746,HG,Hooghly,Chandannagore,zSWY,Male,25,Other,No,No,No
6747,HG,Hooghly,Chandannagore,BkpmH,Female,41,Other,Yes,Yes,Yes
6748,HG,Hooghly,Chandannagore,KZId,Male,40,Construction,Yes,Yes,No
6749,HG,Hooghly,Chandannagore,wiZP,Female,44,Other,No,No,No
6750,HG,Hooghly,Chandannagore,uRPBl,Female,63,Construction,No,No,No
6751,HG,Hooghly,Chandannagore,ybGGc,Male,33,Other,No,No,No
6752,HG,Hooghly,Chandannagore,sdUJ,Male,34,Other,No,No,No
6753,HG,Hooghly,Chandannagore,piwnx,Male,36,Other,Yes,No,No
